index,name,year,composer,type
5678,Pitt-Payne/Hot Hands.mid,1916,"Straight, Charles",R
5688,Pitt-Payne/Hot Off The Griddle.mid,1915,"White, James ""Slap""",R
5690,"Pitt-Payne/Hot Old Time In Ragtown, A.mid",1899,"Brown, Charles B. ",R
5699,Pitt-Payne/Hot Scotch Rag.mid,1911,"Fischler, Harry A.",R
5706,Pitt-Payne/Hot Tamale Man The .mid,1909,"Ingraham, Herbert",S
5723,Pitt-Payne/Hot-House Rag.mid,1914,"Pratt, Paul Charles",R
5756,Pitt-Payne/How 'Ya Gonna Keep 'Em Down On The Farm.mid,1919,"Donaldson, Walter",S
5741,Pitt-Payne/How Are You Going To Wet Your Whistle.mid,1919,"Byrne, Francis, McIntyre, Frank & Wenrich, Percy",S
5742,Pitt-Payne/How Can Any Girlie Be A Good Little Girl?.mid,1917,"Jentes, Harry",S
5748,Pitt-Payne/How Do You Do Miss Rag-Time? .mid,1912,"Hirsch, Louis A.",S
5761,Pitt-Payne/How's Every Little Thing In Dixie.mid,1916,"Gumble, Albert",S
5776,Pitt-Payne/Hu-La Hu-La.mid,1899,"Van Alstyne, Egbert",R
5775,Pitt-Payne/Hula Blues.mid,1920,"Noble, John Avery",B
5785,Pitt-Payne/Humming.mid,1920,"Breau, Louis & Henderson, Ray",S
5798,Pitt-Payne/Hungarian Rag.mid,1913,"Lenzberg, Julius",R
5800,Pitt-Payne/Hunky-Dory.mid,n/a,"Holzmann, Abe",R
5803,Pitt-Payne/Hunters  The.mid,1914,"Black, Ben",F
5813,Pitt-Payne/Hurry A Little.mid,1904,"Cooper, Charles",M
5814,Pitt-Payne/Hurry Back To My Bamboo Shack.mid,1916,"Berlin, Irving",S
5822,Pitt-Payne/Huskin' Time.mid,1914,"Cobb, George L.",R
5825,Pitt-Payne/Hustling Rag.mid,1914,"Kidwell, Lloyd & Steventon, Roy",R
5841,Pitt-Payne/I Ain't A-Goin' To Weep No More.mid,1900,"Von Tilzer, Harry",S
5847,Pitt-Payne/I Ain't Gonna Give Nobody None O' This Jellyroll.mid,1919,"Williams, Spencer & Williams, Clarence",S
5852,Pitt-Payne/I Ain't Got Nobody.mid,1911,"Brandon, Clarence E. ",S
5856,Pitt-Payne/I Ain't Got Weary Yet!.mid,1918,"Wenrich, Percy",S
5863,Pitt-Payne/I Believe In Miracles.mid,1934,"Meyer, George W. & Wendling, Pete",S
5864,Pitt-Payne/I Belong To The Government Now.mid,1903,"Johnson, Billy",S
5867,Pitt-Payne/I Can Beat You Doing What You're Doing Me.mid,1915,"Williams, Clarence & Piron, Armand J.",S
5876,Pitt-Payne/I Can't Stop Loving You Now.mid,1914,"Snyder, Ted",S
5884,Pitt-Payne/I Cried For You.mid,1923,"Freed, Arthur, Arnheim, Gus & Lyman, Abe",S
5886,Pitt-Payne/I Didn't Go Home At All.mid,1909,"Berlin, Irving & Leslie, Edgar",S
5900,Pitt-Payne/I Don't Play No Favorites.mid,1898,"Johns, Al",S
5908,Pitt-Payne/I Don't Want To Get Well.mid,1917,"Jentes, Harry",S
5923,Pitt-Payne/I Guess I'll Have To Telegraph My Baby.mid,1899,"Cohan, George M. (arr. Gebest, Chas J.)",S
5926,"Pitt-Payne/I Had A Gal, I Had A Pal.mid",1914,"Muir*, Lewis F.",S
5939,Pitt-Payne/I Kind'er Likes To Have You Fussin' 'Round.mid,1906,"Caldwell, Anna",S
5940,Pitt-Payne/I Know A Band.mid,1919,"Vincent, Nat",S
5943,Pitt-Payne/I Leave For Dixie Today.mid,1918,"Swift, Frank",S
5950,Pitt-Payne/I Live Up North But I've Still Got The South In Me.mid,1918,"Fairman, George W.",S
5952,Pitt-Payne/I Lost My Heart In Dixieland.mid,1919,"Berlin, Irving",S
5953,Pitt-Payne/I Love A Piano.mid,1915,"Berlin, Irving",S
5957,Pitt-Payne/I Love It .mid,1910,"Von Tilzer, Harry",S
5964,Pitt-Payne/I Love The Ladies.mid,1914,"Schwartz, Jean",S
5967,Pitt-Payne/I Love To Have The Boys Around Me.mid,1914,"Berlin, Irving",S
5968,Pitt-Payne/I Love To Quarrel With You.mid,1914,"Berlin, Irving",S
6001,Pitt-Payne/I Want A Doll.mid,1918,"Von Tilzer, Harry",S
6008,Pitt-Payne/I Want A Ragtime Bungalow.mid,1913,"Kalmar, Bert",S
6020,Pitt-Payne/I Want To Be In Dixie.mid,1912,"Berlin, Irving & Snyder, Ted",S
6026,Pitt-Payne/I Want To Go Back To Michigan.mid,1914,"Berlin, Irving",S
6029,Pitt-Payne/I Want To Learn To Dance.mid,1918,"Hubbell, Raymond",S
6028,Pitt-Payne/I Want To Learn To Jazz Dance.mid,1918,"Stamper, Dave",S
6030,Pitt-Payne/I Want To Linger.mid,1914,"Marshall, Henry I.",S
6033,Pitt-Payne/I Want To See Old Dixieland Once More.mid,1921,"Manuel, David W.",S
6040,Pitt-Payne/I Wants To Pick A Bone With You.mid,1904,"Smith, Chris & Bowman, Elmer",S
6048,Pitt-Payne/I Wish I Were Twins.mid,1934,"Meyer, Joseph",S
6049,"Pitt-Payne/I Wish That You Was My Gal, Molly.mid",1909,"Snyder, Ted",S
6053,Pitt-Payne/I Wonder Where My Easy Rider's Gone ?.mid,1913,"Brooks, Shelton",S
6054,Pitt-Payne/I Wonder Where My Lovin' Man Has Gone.mid,1914,"Whiting, Richard A. & Cooke, Chas. L.",S
6058,Pitt-Payne/I Wonder Why Bill Bailey Don't Come Home.mid,1902,"Woodward, Matt C.  & Jerome, William",S
6086,Pitt-Payne/I'd Rather Have Nothin' All Of The Time Than Somethin' For A Little While.mid,1908,"Williams, Bert A.",S
6158,Pitt-Payne/I'll Be Back In Me Low Back Car.mid,1915,"Donaldson, Walter",S
6164,Pitt-Payne/I'll Dance My Way Right Back To Dixieland.mid,1919,"Baskette, Billy",S
6166,Pitt-Payne/I'll Do It All Over Again.mid,1914,"Gumble, Albert",S
6169,Pitt-Payne/I'll Keep A Warm Spot In My Heart For You.mid,1906,"Johnson, J. Rosamond",S
6170,Pitt-Payne/I'll Make A Ring Around Rosie.mid,1910,"Schwartz, Jean",S
6171,Pitt-Payne/I'll Say She Does.mid,1918,"De Sylva, Bud G., Kahn, Gus & Jolson, Al",S
6172,Pitt-Payne/I'll See You In C-U-B-A.mid,1914,"Berlin, Irving",S
6182,Pitt-Payne/I'm A Happy Married Man.mid,1910,"Snyder, Ted",S
6184,Pitt-Payne/I'm A Lonesome Melody.mid,1915,"Meyer, George W.",S
6185,Pitt-Payne/I'm A Member Of The Midnight Crew.mid,1909,"Schwartz, Jean",S
6186,Pitt-Payne/I'm A Real Kind Mama.mid,1917,"Pinkard, Maceo",S
6188,Pitt-Payne/I'm Afraid To Come Home In The Dark.mid,1907,"Van Alstyne, Egbert",S
6192,Pitt-Payne/I'm All Bound 'Round With The Mason Dixon Line.mid,1917,"Schwartz, Jean",S
6199,Pitt-Payne/I'm Certainly Living A Rag-Time Life.mid,1900,"Roberts, Robert S.",S
6210,Pitt-Payne/I'm Drifting Further From You Baby Every Day.mid,1901,"Porter, Arthur",S
6211,Pitt-Payne/I'm Expectin' A Special Deliv'ry.mid,1901,"Fulton, James",S
6221,Pitt-Payne/I'm Goin' To Settle Down Outside Of London Town.mid,1919,"Monaco, James V.",S
6223,"Pitt-Payne/I'm Goin', Goodbye, I'm Gone.mid",1912,"Johnson, Charles L. (as Birch, Raymond)",S
6229,Pitt-Payne/I'm Going To Exit.mid,1906,"Jordan, Joe",S
6238,Pitt-Payne/I'm Gonna Make Hay While The Sun Shines In Virginia.mid,1916,"Gottler**, Archie",S
6242,Pitt-Payne/I'm Jealous Of You.mid,1908,"Lamb, Joseph F. (as Moore, Harry)",R
6243,"Pitt-Payne/I'm Just Barely Living, Dat's All.mid",1903,"Brown, Harry & Lemonier, Tom",S
6244,Pitt-Payne/I'm Just Simply Full Of Jazz.mid,1919,"Blake, Eubie",S
6247,Pitt-Payne/I'm Just Wild About Harry.mid,1921,"Blake, Eubie",S
6250,Pitt-Payne/I'm Looking All Around For A Vampire.mid,1920,"Creamer, Henry S.",S
6255,Pitt-Payne/I'm Nobody's Baby.mid,1921,"Davis, Benny, Ager, Milton & Santly, Lester",S
6260,Pitt-Payne/I'm On My Way To Dublin Bay.mid,1915,"Murphy, Stanley",F
6262,Pitt-Payne/I'm On My Way To Mandalay .mid,1913,"Fisher, Fred",S
6268,Pitt-Payne/I'm Saving Up The Means To Get To New Orleans.mid,1916,"De Costa, Harry",S
6270,Pitt-Payne/I'm Simply Crazy Over You.mid,1915,"Schwartz, Jean",S
6271,Pitt-Payne/I'm Sitting Pretty In A Pretty Little City.mid,1923,"Santly, Henry W.",S
6279,Pitt-Payne/I'm Wild About Moonshine.mid,1920,"Creamer, Henry S. & Layton, J. Turner",S
6483,Pitt-Payne/I'se A-picking My Company Now.mid,1899,"Bivins, Nathan",S
6549,Pitt-Payne/I've Got A Feeling I'm Falling.mid,1929,"Waller, Thomas ""Fats"" & Link, Harry",S
6551,Pitt-Payne/I've Got A Ragtime Bee In My Bonnet.mid,1911,"Migliaccio, Oreste",S
6552,Pitt-Payne/I've Got A White Man Working For Me.mid,1900,"Sterling, Andrew B.",S
6554,Pitt-Payne/I've Got Chicken On The Brain .mid,1899,"Bowman, Elmer (arr.Tyers, William H.)",S
6559,Pitt-Payne/I've Got My Captain Working For Me Now.mid,1919,"Berlin, Irving",S
6569,Pitt-Payne/I've Got The Blue Ridge Blues.mid,1918,"Cooke, Charles L. & Whiting, Richard A.",S
6574,Pitt-Payne/I've Got The Nicest Little House In D-I-X-I-E.mid,1917,"Donaldson, Walter",S
6576,"Pitt-Payne/I've Got The Red, White And Blues.mid",1921,"Gaskill, Clarence",S
6577,Pitt-Payne/I've Got The Ru-Ma-Tiz.mid,1912,"Summers, Carl",S
6578,Pitt-Payne/I've Got The Sweetest Girl In Maryland.mid,1917,"Donaldson, Walter",S
6582,Pitt-Payne/I've Got To Have Some Lovin' Now.mid,1912,"Berlin, Irving",S
6584,Pitt-Payne/I've Got Troubles Of My Own.mid,1900,"Johnson, J. Rosamond ",S
6586,Pitt-Payne/I've Got Your Number.mid,1910,"Meyer, George W.",S
6587,Pitt-Payne/I've Joined The Squirrel Family.mid,1916,"Trix, Helen",S
6591,Pitt-Payne/I've Said My Last Farewell.mid,1906,"Fischer, Fred",S
6098,Pitt-Payne/If A Rooster Can Love So Many Little Chickens.mid,1912,"Meyer, George W.",S
6102,Pitt-Payne/If Dat's Society Excuse Me.mid,1900,"Johnson, J. Rosamond ",S
6104,"Pitt-Payne/If He Can Fight Like He Can Love, Good Night Germany!.mid",1918,"Meyer, George W.",S
6108,Pitt-Payne/If I Don't Get You I'll Get Your Sister.mid,1911,"Barton, Roy",S
6112,Pitt-Payne/If I Only Had A Sweetheart.mid,1909,"Johnson, Charles L.",S
6120,"Pitt-Payne/If Money Talks, It Ain't On Speaking Terms With Me.mid",1902,"Helf, J. Fred",S
6125,Pitt-Payne/If The Man In The Moon Were A Coon.mid,n/a,"Fisher, Fred",S
6133,Pitt-Payne/If You Ain't Got It Go And Get It.mid,1909,"Smith, Chris",S
6137,Pitt-Payne/If You Don't Want My Peaches.mid,1914,"Berlin, Irving",S
6146,Pitt-Payne/If You Saw What I Saw You'd Go To Utah.mid,1917,"Patrick, Howard",S
6288,Pitt-Payne/Impatient Jane.mid,1905,"Chapel, Clarence M.",R
6310,Pitt-Payne/In Bamboo Land.mid,1910,"Aufderheide, May Frances",S
6311,Pitt-Payne/In Berry Pickin' Time.mid,1917,"Wenrich, Percy",S
6312,Pitt-Payne/In Boogy Land.mid,1908,"Cowham, Bernard",S
6320,Pitt-Payne/In Dear Old Dixieland.mid,1912,"Leopold, J. Walter & Newman, Harry B.",S
6321,Pitt-Payne/In Dear Old Tennessee.mid,1909,"Newman, Harry L.",S
6327,Pitt-Payne/In Monkey Land.mid,1907,"Morse, Theodore F.",S
6333,Pitt-Payne/In Ole Alabam.mid,1900,"Weisman, Hortensia",R
6337,Pitt-Payne/In Ragtime Land.mid,1911,"Sherman, Terry",S
6338,Pitt-Payne/In Room 202.mid,1919,"Leslie, Edgar, Kalmar, Bert & Harris, Dave",S
6340,Pitt-Payne/In Search Of A Husband .mid,1914,"Jones, Clarence M.",S
6344,Pitt-Payne/In The Cool Of The Evening.mid,1912,"Stamper, Dave",S
6347,Pitt-Payne/In The Evening By The Moonlight    Dear Louise.mid,1906,"Von Tilzer, Harry",S
6350,Pitt-Payne/In The Heart Of Dixie.mid,1903,"Hawes, Lenora Searls",M
6356,Pitt-Payne/In The Land Of Harmony.mid,1911,"Snyder, Ted",S
6416,Pitt-Payne/Innovation.mid,1917,"Johnson, James P.",R
6430,Pitt-Payne/Intermission Rag.mid,1916,"Wellinger, Charles",R
6434,Pitt-Payne/International Rag  The.mid,1913,"Berlin, Irving",S
6451,Pitt-Payne/Irish Beauties.mid,1911,"Wenrich, Percy",I
6458,Pitt-Payne/Irish Rag .mid,1910,"Carroll, Harry",S
6461,Pitt-Payne/Irish Tango  The.mid,1914,"Breuer, Ernest",S
6464,Pitt-Payne/Irmena Rag.mid,1908,"Christensen, Axel W.",R
6468,Pitt-Payne/Irresistible.mid,1910,"Polla, William C. (as Powell, W. C.)",R
6475,Pitt-Payne/Is It True What They Say About Dixie?.mid,1936,"Caesar, Irving, Lerner, Sammy & Marks, Gerald",S
6489,Pitt-Payne/Ishudworry Rag.mid,1914,"Storer, Robert Milton",R
6499,Pitt-Payne/It Had To Be You.mid,1924,"Jones, Isham Edgar",S
6501,Pitt-Payne/It Looks Like A Big Night To-night.mid,1908,"Van Alstyne, Egbert ",S
6509,Pitt-Payne/It Takes A Good Man.mid,1921,"Bayha, Jack Elliott  & Smith, Chris",S
6511,Pitt-Payne/It Takes A Long Tall Brown-Skin Gal.mid,1917,"Skidmore, Will E.",S
6525,Pitt-Payne/It's A Pipp'n.mid,1917,"Motzan, Otto",N
6527,Pitt-Payne/It's All A Dream.mid,1915,"Cobb, George L. ",S
6529,Pitt-Payne/It's All Your Fault.mid,1915,"Blake, Eubie",S
6532,Pitt-Payne/It's Right Here For You.mid,1920,"Belledna, Alex.",S
6535,Pitt-Payne/It's The Smart Little Feller Who Stocked Up His Cellar.mid,1920,"Ager, Milton",S
6536,Pitt-Payne/It's Tight Like That.mid,1928,"Dorsey, Thomas A. & Whittaker, Hudson",S
6540,Pitt-Payne/It's You Nobody But You.mid,1913,"Pace, Charles H.",S
6599,Pitt-Payne/Ivory Rag .mid,1950,"Busch, Louis F.",S
6605,"Pitt-Payne/Izzie Get Busy, Write Another Little Ragtime Tune.mid",1916,"Brown, A. Seymour",S
6627,Pitt-Payne/Ja-Da.mid,1918,"Carleton, Bob",S
6613,Pitt-Payne/Jack In The Box.mid,1927,"Confrey, Zez",N
6632,Pitt-Payne/Jag-Time Johnson's Rag-Time March.mid,1901,"Ryder, Fred L.",M
6637,Pitt-Payne/Jakerloo Fox-Trot.mid,1919,"Hastings, Warren",F
6656,Pitt-Payne/Japanese SandMan The.mid,1920,"Whiting, Richard A.",S
6659,Pitt-Payne/Jappy Johnny.mid,1907,"Morse, Theodore F.",I
6677,Pitt-Payne/Jazz Babies' Ball.mid,1920,"Pinkard, Maceo",S
6678,Pitt-Payne/Jazz Baby.mid,1919,"Jerome, M. Kay",S
6684,Pitt-Payne/Jazz Dance  The.mid,1917,"Overstreet, W. Benton",S
6694,Pitt-Payne/Jazzamarimba Dance.mid,1919,"Romberg, Sigmund & Schwartz, Jean",S
6695,Pitt-Payne/Jazzapation.mid,1920,"Claypoole, Edward B. ",F
6704,Pitt-Payne/Jazzin' The Blues Away.mid,1918,"Heinrich, Dick",S
6705,Pitt-Payne/Jazzin' The Cotton Town Blues.mid,1917,"Olsen, Harry",S
6707,Pitt-Payne/Jazzola.mid,1919,"Robinson, J. Russel & Morse, Theodore",S
6715,Pitt-Payne/Jefferson Brown.mid,1917,"Voorheis, Gertrude",S
6742,Pitt-Payne/Jerusalem Rag.mid,1912,"Binner, Herbert",S
6757,Pitt-Payne/Jim Crow Rag.mid,1910,"Mowen, Lizzie",M
6758,Pitt-Payne/Jim-A-Da-Jeff.mid,1909,"Forrester, Dorothy",S
6775,Pitt-Payne/Jinx Rag.mid,n/a,"Dukes, Jesse & Gibson, Lucian Porter ",R
6787,Pitt-Payne/Jogo Blues  The.mid,1913,"Handy, W. C.",B
6798,Pitt-Payne/Johnny's In Town.mid,1919,"Meyer, George W. & Olman, Abe",S
6812,Pitt-Payne/Jolly Dancers Ostende.mid,1912,"Cobb, George L.",R
6828,Pitt-Payne/Jolly Sam.mid,1899,"Dickinson, Russell A.",M
6830,"Pitt-Payne/Jolly South Carolina Cake Walk, A.mid",1899,"Volmer, Henry F.",R
6898,Pitt-Payne/Jungle Jambouree.mid,1913,"Smith, Chris",I
6899,Pitt-Payne/Jungle Jingles.mid,1903,"Magee, Oliver Guy ",N
6901,Pitt-Payne/Jungle Moon.mid,1909,"Wenrich, Percy",S
6903,Pitt-Payne/Jungle Time.mid,1905,"Severin, Eric Philip",R
6906,Pitt-Payne/Junk Man Rag  The.mid,1913,"Roberts, C. ""Lucky""",R
6925,Pitt-Payne/Just As Long As The Swanee Flows.mid,1911,"Blanke-Belcher, Henrietta B. ",R
6927,Pitt-Payne/Just Because I Let You Call Me Baby Lamb.mid,1909,"Corin, Joel P.",S
6931,Pitt-Payne/Just Because She Made Dem Goo-Goo Eyes.mid,1900,"Cannon, Hughie",S
6952,Pitt-Payne/Just Noise.mid,1906,"Stewart, C. I.",R
6958,Pitt-Payne/Just Some One.mid,1907,"Anderson, Will R.",S
6998,Pitt-Payne/Kareless Koon.mid,1899,"Banta, Frank P.",I
7004,Pitt-Payne/Katunka.mid,1914,"Smith, Lee Orean",M
7009,Pitt-Payne/Keek-Es-Man-Dah.mid,1906,"Bellstedt, C. ",M
7023,Pitt-Payne/Keep It Up .mid,1914,"Smith, Chris",S
7026,Pitt-Payne/Keep Moving.mid,1915,"White, William",R
7051,Pitt-Payne/Kentucky Beauty  The.mid,1904,"Gumble, Albert & Rosenfeld, Monroe H.",R
7057,Pitt-Payne/Kentucky Cornshuckers  The.mid,1899,"Rosenberg, Alfred",R
7058,Pitt-Payne/Kentucky Days.mid,1912,"Wenrich, Percy",S
7067,Pitt-Payne/Kentucky Kut-Up.mid,1907,"Frantzen, Henry",M
7085,Pitt-Payne/Kerry Mills Rag Time Dance.mid,1909,"Mills, Kerry",R
7086,Pitt-Payne/Ketchup.mid,1910,"Giblin, Irene M.",R
7119,Pitt-Payne/King Cupid.mid,1903,"Blake, Charlotte",M
7125,Pitt-Payne/King Of The Bungaloos.mid,1909,"Straight, Charles",S
7129,Pitt-Payne/King Of Them All  The.mid,1909,"Simpson, William Murray",R
7144,Pitt-Payne/Kinky Koo.mid,1919,"Bibo, Irving M.",S
7145,Pitt-Payne/Kip-Kap.mid,1916,"Daguerre, Léon",R
7151,"Pitt-Payne/Kiss Mama, Kiss Papa.mid",1922,"Fairman, George W.",S
7153,Pitt-Payne/Kiss Me Good-Night.mid,1914,"Brown, Lew & Goodwin, Joe",M
7178,Pitt-Payne/Klassicle Rag.mid,1911,"Crabb, Cecil Duane",R
7183,Pitt-Payne/Klinkers.mid,1906,"Stedman, Albert",R
7186,Pitt-Payne/Klu-Lukum Rag.mid,1909,"Christopher, Claude P. & Williams, Carl T.",R
7188,Pitt-Payne/Knice And Knifty.mid,1918,"Straight, Charles",R
7190,Pitt-Payne/Knick Knocks Rag.mid,1915,"Schwartz, Phil",R
7195,"Pitt-Payne/Knit, Knit, Knit.mid",1917,"von Tilzer, Harry",S
7198,Pitt-Payne/Knock-out Drops.mid,1910,"Klickmann, Frank Henri",R
7246,Pitt-Payne/Lady Slippers.mid,1910,"Johnson, Charles L. (as Birch, Raymond)",R
7247,Pitt-Payne/Lady With The Rag-Time Walk  The.mid,1898,Armstrong Brothers,S
7252,Pitt-Payne/Lagoon Breeze.mid,1903,"Mentel, Louis H.",R
7253,Pitt-Payne/Lagoon Rag.mid,1907,"Mentel, Louis H.",R
7286,Pitt-Payne/Lasca.mid,1909,"Jones, Chas F.",N
7296,Pitt-Payne/Last Night On The Back Porch.mid,1923,"Brown, Lew & Schraubstader, Carl",S
7303,Pitt-Payne/Last Shot Got Him  The.mid,1912,"Mack*, Cecil & Smith, Chris",S
7315,Pitt-Payne/Latonia Rag.mid,1903,"Donaldson, Leon",M
7329,Pitt-Payne/Laughing Little Red-Head Coon  The.mid,1899,"Berg, Ellis G.",S
7330,Pitt-Payne/Laughing Lucas.mid,1901,"McPherran, Florence",M
7336,Pitt-Payne/Laughing Water.mid,1903,"Bierman, Ida G. ",I
7344,Pitt-Payne/Lauterbach.mid,1906,"Ittner, Ernest A.",R
7363,Pitt-Payne/Lead Me To That Beautiful Band.mid,1912,"Goetz, E. Ray & Berlin, Irving",S
7364,Pitt-Payne/Lead The Kitty.mid,1917,"Swift, Frank",S
7368,Pitt-Payne/Leap Frog.mid,1908,"Kendall, Edwin F. ",I
7371,Pitt-Payne/Leap-Year Girl  The.mid,1904,"Johnston, Chastine",R
7372,Pitt-Payne/Learn To Do The Strut.mid,1923,"Berlin, Irving",S
7375,Pitt-Payne/Leave Me With A Smile.mid,1921,"Koehler, Chas & Burtnett, Earl",S
7378,Pitt-Payne/Leg Of Mutton (Le Gigot).mid,1913,"Romberg, Sigmund",R
7380,Pitt-Payne/Leicester Square Rag.mid,1949,"Roy, Harry",N
7384,"Pitt-Payne/Lemon Drops, A Rag.mid",1910,"Bernard*, Mike",R
7391,Pitt-Payne/Lemons And Limes.mid,1909,"Salisbury, Cora",R
7390,Pitt-Payne/Lemons.mid,1907,"McHugh, Ollie",R
7398,Pitt-Payne/Leonora.mid,n/a,"Armstrong, Tom ",S
7425,Pitt-Payne/Let's Make Love Among The Roses.mid,1910,"Schwartz, Jean",S
7434,Pitt-Payne/Levee Land.mid,1917,"Cobb, George L.",I
7450,Pitt-Payne/Life Ain't Worth Living When You're Broke.mid,1901,"Jones, Irving",S
7458,Pitt-Payne/Lightning.mid,1908,"Jones, Clarence M.",R
7495,"Pitt-Payne/Line Of Rags, A.mid",1903,"Haworth, Dennis",M
7501,Pitt-Payne/Lion Tamer Rag  The.mid,1913,"Janza, Mark (prob. Marzian, Al F.)",R
7507,Pitt-Payne/Listen To That Dixie Band.mid,1914,"Cobb, George L.",S
7508,Pitt-Payne/Listen To That Jungle Band.mid,1910,"Kendis, James & Paley, Herman",S
7510,Pitt-Payne/Listen To This.mid,1916,"Kaufman, Mel B.        ",R
7520,"Pitt-Payne/Little Bit Of Everything, A.mid",1912,"Berlin, Irving",S
7526,Pitt-Payne/Little Black Me.mid,1899,"Chattaway, Thurland",S
7541,"Pitt-Payne/Little More Pepper, A.mid",1914,"Lincoln, Harry J.",R
7546,"Pitt-Payne/Little On The Rag-Time, A.mid",1900,"Kiesling, S. G.",R
7549,Pitt-Payne/Little Rag Baby Doll.mid,1913,"Muir*, Lewis F.",S
7555,Pitt-Payne/Little Red Lacquer Cage  The.mid,1922,"Berlin, Irving",S
7562,Pitt-Payne/Little Sticks O'Licorice.mid,1911,"Ruddy, Ray",R
7571,Pitt-Payne/Livery Stable Blues.mid,1917,"Lopez, Ray & Nunez, Alcide",B
7576,Pitt-Payne/Liza Skinner.mid,1899,"Moray, N. H.",S
7587,Pitt-Payne/Lock Me In Your Harem And Throw Away The Key.mid,1914,"Berlin, Irving",S
7637,Pitt-Payne/Looney Coons.mid,1900,"Hall, John T.",R
7649,Pitt-Payne/Loquatias Moll.mid,1900,"Bennett, Sam & Northrup, Theo. H.",I
7668,Pitt-Payne/Louisian'.mid,1922,"Meskill, Jack, Daly, Lew & Spencer, Norman",S
7674,Pitt-Payne/Louisiana Glide.mid,1929,"Garnett, Blind Leroy",R
7704,Pitt-Payne/Love Me Or Leave Me.mid,1928,"Donaldson, Walter",S
7706,Pitt-Payne/Love Me To The Music Of A Ragtime Tune.mid,1909,"Morse, Theodore F.",S
7717,Pitt-Payne/Lovie Joe.mid,1910,"Jordan, Joe",S
7722,Pitt-Payne/Lovin' Sam.mid,1922,"Ager, Milton",S
7724,Pitt-Payne/Loving You The Way I Do.mid,1930,"Blake, Eubie",S
7736,Pitt-Payne/Lucinda's Ragtime Ball.mid,1913,"Johnson, Charles L.",S
7783,Pitt-Payne/Ma Bashful Lou.mid,1901,"Toenniges, Charles Frederick",M
7788,Pitt-Payne/Ma Dandy Soldier Coon.mid,1900,"Accooe, Will",S
7792,Pitt-Payne/Ma Genuine African Blonde.mid,1898,"Wilson, Geo. R.",S
7801,Pitt-Payne/Ma Pickaninny Babe.mid,1913,"Johnson, Charles L. (as Birch, Raymond)",S
7802,Pitt-Payne/Ma Rag Time Baby.mid,1898,"Stone, Fred S.",R
7805,Pitt-Payne/Ma Rainbow Coon.mid,1900,"Sloane, A. Baldwin",S
7807,Pitt-Payne/Ma Tiger Lily.mid,1900,"Sloane, A. Baldwin",S
7781,Pitt-Payne/Ma.mid,1921,"Conrad, Con",S
7815,Pitt-Payne/Mad House Rag  The.mid,1911,"Watson, Frederick",S
7817,Pitt-Payne/Madagascar Mangle  The.mid,1912,"Freedley, Vinton",R
7870,Pitt-Payne/Make No Mistake.mid,1898,Duffee & Belli,S
7878,Pitt-Payne/Maltese Cross Brand.mid,1905,"Astle, Wilfred G.",M
7894,Pitt-Payne/Mamma Goes Where Papa Goes.mid,1923,"Ager, Milton",S
7904,Pitt-Payne/Mammy Jinny's Hall Of Fame.mid,1917,"Tierney, Harry Austin ",S
7905,Pitt-Payne/Mammy Jinny's Jubilee.mid,1913,"Muir*, Lewis F.",S
7916,Pitt-Payne/Mammy's Little Coal Black Rose.mid,1916,"Whiting, Richard A.",S
7920,Pitt-Payne/Mammy's Shufflin' Dance.mid,1911,"Gideon, Melville J.",S
7934,Pitt-Payne/Mando Rag.mid,1914,"Ingraham, Robert George",R
7941,Pitt-Payne/Mandy How Do You Do?.mid,1909,"Wenrich, Percy",S
7942,Pitt-Payne/Mandy Lane.mid,1908,"McKenna, William J.",S
7988,Pitt-Payne/March Black America.mid,1895,"Zickel, Harry H.",R
8015,Pitt-Payne/Marie From Sunny Italy.mid,1907,"Nicholson, Mike",S
8026,Pitt-Payne/Marionette.mid,1914,"Arndt, Felix",F
8029,Pitt-Payne/Mariutch.mid,1907,"von Tilzer, Harry",S
8043,Pitt-Payne/Mary Jane Rag.mid,1909,"Klock, Robert",R
8047,Pitt-Payne/Mary's A Grand Old Name.mid,1905,"Cohan, George M.",S
8049,Pitt-Payne/Mascot  The.mid,1905,"Blake, Charlotte",N
8070,Pitt-Payne/Mattie's Rags.mid,1916,"Thompson, Mattie Claire",R
8074,Pitt-Payne/Maurice Tango  The.mid,1912,"Hein, Silvio",P
8080,Pitt-Payne/May Irwin's Bully Song.mid,1896,"Trevathan, Charles E. ",S
8081,Pitt-Payne/May Irwin's Rag Time Dance.mid,1906,"Irwin, May",R
8085,Pitt-Payne/Maybe That Is Why I'm Lonely.mid,1911,"Meyer, George W.",S
8183,Pitt-Payne/Me-ow.mid,1918,"Kaufman, Mel B.        ",I
8102,Pitt-Payne/Meadowbrook Fox Trot.mid,1914,"Kraus, Arthur M.",F
8141,Pitt-Payne/Melinda's Wedding Day.mid,1913,"Piantadosi, Al",S
8157,Pitt-Payne/Melon Time In Dixieland.mid,1921,"Ringle, Dave",S
8167,Pitt-Payne/Memories Of You.mid,1930,"Blake, Eubie",S
8174,Pitt-Payne/Memphis Rag  The.mid,1908,"Wenrich, Percy",R
8202,Pitt-Payne/Merry Whirl.mid,1915,"Lenzberg, Julius",R
8216,Pitt-Payne/Meteor Rag.mid,1920,"Morse, Arthur C.",R
